slice_id,family,arm,scale,slice_kind,slice,quantity,point_estimate,ci95_image_clustered,n_questions,n_unique_images,cluster_unit,counts_provenance,n_resamples,rng_seed,training_seeds,across_training_seed_sd_ddof1,metric,analysis_role,comparison_status,source
v3_02a/concat/train_40k/steps:3/accuracy,v3_02a,concat,train_40k,steps,3,accuracy,0.50559,0.48758 0.52263,3330,658,represented dev imageId,READ_FROM_SOURCE,2000,0,0 1 2,,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/experiments/v3_02a_refs/step_statistics.json
v3_02a/concat/train_40k/steps:4/accuracy,v3_02a,concat,train_40k,steps,4,accuracy,0.5046,0.47113 0.53689,870,396,represented dev imageId,READ_FROM_SOURCE,2000,0,0 1 2,,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/experiments/v3_02a_refs/step_statistics.json
v3_02a/concat/train_40k/steps:<=2/accuracy,v3_02a,concat,train_40k,steps,<=2,accuracy,0.52867,0.51115 0.54615,2400,674,represented dev imageId,READ_FROM_SOURCE,2000,0,0 1 2,,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/experiments/v3_02a_refs/step_statistics.json
v3_02a/concat/train_40k/steps:>=4_combined/deficit,v3_02a,concat,train_40k,steps,>=4_combined,pooled >=4-step deficit,0.10502,0.08915 0.12065,1984,,represented dev imageId,DERIVED_FROM_SOURCE_BUCKET_COUNTS,2000,0,0 1 2,,v2_closed_vocab_top1_index_match,PRIMARY,DESCRIPTIVE_ONLY,results/experiments/v3_02a_refs/step_statistics.json
v3_02a/concat/train_40k/steps:>=5/accuracy,v3_02a,concat,train_40k,steps,>=5,accuracy,0.58402,0.55744 0.60933,1114,531,represented dev imageId,READ_FROM_SOURCE,2000,0,0 1 2,,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/experiments/v3_02a_refs/step_statistics.json
v3_02a/direct_linear/train_40k/steps:3/accuracy,v3_02a,direct_linear,train_40k,steps,3,accuracy,0.46625,0.44511 0.4861,3330,658,represented dev imageId,READ_FROM_SOURCE,2000,0,0 1 2,,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/experiments/v3_02a_refs/step_statistics.json
v3_02a/direct_linear/train_40k/steps:4/accuracy,v3_02a,direct_linear,train_40k,steps,4,accuracy,0.46184,0.42448 0.49805,870,396,represented dev imageId,READ_FROM_SOURCE,2000,0,0 1 2,,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/experiments/v3_02a_refs/step_statistics.json
v3_02a/direct_linear/train_40k/steps:<=2/accuracy,v3_02a,direct_linear,train_40k,steps,<=2,accuracy,0.47642,0.45657 0.49737,2400,674,represented dev imageId,READ_FROM_SOURCE,2000,0,0 1 2,,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/experiments/v3_02a_refs/step_statistics.json
v3_02a/direct_linear/train_40k/steps:>=4_combined/deficit,v3_02a,direct_linear,train_40k,steps,>=4_combined,pooled >=4-step deficit,0.10025,0.08254 0.11827,1984,,represented dev imageId,DERIVED_FROM_SOURCE_BUCKET_COUNTS,2000,0,0 1 2,,v2_closed_vocab_top1_index_match,PRIMARY,DESCRIPTIVE_ONLY,results/experiments/v3_02a_refs/step_statistics.json
v3_02a/direct_linear/train_40k/steps:>=5/accuracy,v3_02a,direct_linear,train_40k,steps,>=5,accuracy,0.55171,0.52055 0.582,1114,531,represented dev imageId,READ_FROM_SOURCE,2000,0,0 1 2,,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/experiments/v3_02a_refs/step_statistics.json
v3_02a/fusion/train_40k/steps:3/accuracy,v3_02a,fusion,train_40k,steps,3,accuracy,0.50312,0.48522 0.52139,3330,658,represented dev imageId,READ_FROM_SOURCE,2000,0,0 1 2,,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/experiments/v3_02a_refs/step_statistics.json
v3_02a/fusion/train_40k/steps:4/accuracy,v3_02a,fusion,train_40k,steps,4,accuracy,0.53425,0.50177 0.56433,870,396,represented dev imageId,READ_FROM_SOURCE,2000,0,0 1 2,,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/experiments/v3_02a_refs/step_statistics.json
v3_02a/fusion/train_40k/steps:<=2/accuracy,v3_02a,fusion,train_40k,steps,<=2,accuracy,0.54942,0.53147 0.56744,2400,674,represented dev imageId,READ_FROM_SOURCE,2000,0,0 1 2,,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/experiments/v3_02a_refs/step_statistics.json
v3_02a/fusion/train_40k/steps:>=4_combined/deficit,v3_02a,fusion,train_40k,steps,>=4_combined,pooled >=4-step deficit,0.09175,0.07548 0.10771,1984,,represented dev imageId,DERIVED_FROM_SOURCE_BUCKET_COUNTS,2000,0,0 1 2,,v2_closed_vocab_top1_index_match,PRIMARY,DESCRIPTIVE_ONLY,results/experiments/v3_02a_refs/step_statistics.json
v3_02a/fusion/train_40k/steps:>=5/accuracy,v3_02a,fusion,train_40k,steps,>=5,accuracy,0.62334,0.59772 0.6496,1114,531,represented dev imageId,READ_FROM_SOURCE,2000,0,0 1 2,,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/experiments/v3_02a_refs/step_statistics.json
v3_02a/meanpatch_concat/train_40k/steps:3/accuracy,v3_02a,meanpatch_concat,train_40k,steps,3,accuracy,0.48751,0.4704 0.5045,3330,658,represented dev imageId,READ_FROM_SOURCE,2000,0,0 1 2,,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/experiments/v3_02a_refs/step_statistics.json
v3_02a/meanpatch_concat/train_40k/steps:4/accuracy,v3_02a,meanpatch_concat,train_40k,steps,4,accuracy,0.49241,0.45956 0.52534,870,396,represented dev imageId,READ_FROM_SOURCE,2000,0,0 1 2,,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/experiments/v3_02a_refs/step_statistics.json
v3_02a/meanpatch_concat/train_40k/steps:<=2/accuracy,v3_02a,meanpatch_concat,train_40k,steps,<=2,accuracy,0.53092,0.51484 0.54732,2400,674,represented dev imageId,READ_FROM_SOURCE,2000,0,0 1 2,,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/experiments/v3_02a_refs/step_statistics.json
v3_02a/meanpatch_concat/train_40k/steps:>=4_combined/deficit,v3_02a,meanpatch_concat,train_40k,steps,>=4_combined,pooled >=4-step deficit,0.10554,0.08901 0.12247,1984,,represented dev imageId,DERIVED_FROM_SOURCE_BUCKET_COUNTS,2000,0,0 1 2,,v2_closed_vocab_top1_index_match,PRIMARY,DESCRIPTIVE_ONLY,results/experiments/v3_02a_refs/step_statistics.json
v3_02a/meanpatch_concat/train_40k/steps:>=5/accuracy,v3_02a,meanpatch_concat,train_40k,steps,>=5,accuracy,0.57702,0.55113 0.6024,1114,531,represented dev imageId,READ_FROM_SOURCE,2000,0,0 1 2,,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/experiments/v3_02a_refs/step_statistics.json
v3_02a/product_576k/train_40k/steps:3/accuracy,v3_02a,product_576k,train_40k,steps,3,accuracy,0.50823,0.48935 0.52559,3330,658,represented dev imageId,READ_FROM_SOURCE,2000,0,0 1 2,,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/experiments/v3_02a_refs/step_statistics.json
v3_02a/product_576k/train_40k/steps:4/accuracy,v3_02a,product_576k,train_40k,steps,4,accuracy,0.5154,0.48182 0.54868,870,396,represented dev imageId,READ_FROM_SOURCE,2000,0,0 1 2,,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/experiments/v3_02a_refs/step_statistics.json
v3_02a/product_576k/train_40k/steps:<=2/accuracy,v3_02a,product_576k,train_40k,steps,<=2,accuracy,0.53925,0.52139 0.55702,2400,674,represented dev imageId,READ_FROM_SOURCE,2000,0,0 1 2,,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/experiments/v3_02a_refs/step_statistics.json
v3_02a/product_576k/train_40k/steps:>=4_combined/deficit,v3_02a,product_576k,train_40k,steps,>=4_combined,pooled >=4-step deficit,0.09784,0.0823 0.11449,1984,,represented dev imageId,DERIVED_FROM_SOURCE_BUCKET_COUNTS,2000,0,0 1 2,,v2_closed_vocab_top1_index_match,PRIMARY,DESCRIPTIVE_ONLY,results/experiments/v3_02a_refs/step_statistics.json
v3_02a/product_576k/train_40k/steps:>=5/accuracy,v3_02a,product_576k,train_40k,steps,>=5,accuracy,0.61113,0.58418 0.63618,1114,531,represented dev imageId,READ_FROM_SOURCE,2000,0,0 1 2,,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/experiments/v3_02a_refs/step_statistics.json
v3_02a/question_only/train_40k/steps:3/accuracy,v3_02a,question_only,train_40k,steps,3,accuracy,0.39592,0.3797 0.41225,3330,658,represented dev imageId,READ_FROM_SOURCE,2000,0,0 1 2,,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/experiments/v3_02a_refs/step_statistics.json
v3_02a/question_only/train_40k/steps:4/accuracy,v3_02a,question_only,train_40k,steps,4,accuracy,0.40851,0.37775 0.43747,870,396,represented dev imageId,READ_FROM_SOURCE,2000,0,0 1 2,,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/experiments/v3_02a_refs/step_statistics.json
v3_02a/question_only/train_40k/steps:<=2/accuracy,v3_02a,question_only,train_40k,steps,<=2,accuracy,0.49425,0.47688 0.51065,2400,674,represented dev imageId,READ_FROM_SOURCE,2000,0,0 1 2,,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/experiments/v3_02a_refs/step_statistics.json
v3_02a/question_only/train_40k/steps:>=4_combined/deficit,v3_02a,question_only,train_40k,steps,>=4_combined,pooled >=4-step deficit,0.0809,0.0671 0.09561,1984,,represented dev imageId,DERIVED_FROM_SOURCE_BUCKET_COUNTS,2000,0,0 1 2,,v2_closed_vocab_top1_index_match,PRIMARY,DESCRIPTIVE_ONLY,results/experiments/v3_02a_refs/step_statistics.json
v3_02a/question_only/train_40k/steps:>=5/accuracy,v3_02a,question_only,train_40k,steps,>=5,accuracy,0.60395,0.57851 0.62886,1114,531,represented dev imageId,READ_FROM_SOURCE,2000,0,0 1 2,,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/experiments/v3_02a_refs/step_statistics.json
v3_02a/reasoner/train_40k/steps:3/accuracy,v3_02a,reasoner,train_40k,steps,3,accuracy,0.50791,0.48967 0.52502,3330,658,represented dev imageId,READ_FROM_SOURCE,2000,0,0 1 2,,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/experiments/v3_02a_refs/step_statistics.json
v3_02a/reasoner/train_40k/steps:4/accuracy,v3_02a,reasoner,train_40k,steps,4,accuracy,0.52605,0.49718 0.55341,870,396,represented dev imageId,READ_FROM_SOURCE,2000,0,0 1 2,,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/experiments/v3_02a_refs/step_statistics.json
v3_02a/reasoner/train_40k/steps:<=2/accuracy,v3_02a,reasoner,train_40k,steps,<=2,accuracy,0.55944,0.54307 0.57576,2400,674,represented dev imageId,READ_FROM_SOURCE,2000,0,0 1 2,,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/experiments/v3_02a_refs/step_statistics.json
v3_02a/reasoner/train_40k/steps:>=4_combined/deficit,v3_02a,reasoner,train_40k,steps,>=4_combined,pooled >=4-step deficit,0.09795,0.08236 0.11434,1984,,represented dev imageId,DERIVED_FROM_SOURCE_BUCKET_COUNTS,2000,0,0 1 2,,v2_closed_vocab_top1_index_match,PRIMARY,DESCRIPTIVE_ONLY,results/experiments/v3_02a_refs/step_statistics.json
v3_02a/reasoner/train_40k/steps:>=5/accuracy,v3_02a,reasoner,train_40k,steps,>=5,accuracy,0.62029,0.59971 0.63998,1114,531,represented dev imageId,READ_FROM_SOURCE,2000,0,0 1 2,,v2_closed_vocab_top1_index_match,DIAGNOSTIC,DESCRIPTIVE_ONLY,results/experiments/v3_02a_refs/step_statistics.json
