evidence_id,evidence_class,experiment_family,story_stage,scientific_role,source_key,quantity,canonical_source_path,canonical_source_sha256,split,training_scale,model_system,seed_set,n_training_seeds,point_estimate,across_training_seed_sd_ddof1,ci95,ci_type,cluster_unit,n_questions,n_unique_images,answer_set_size,metric_id,analysis_role,comparison_class,evidence_readiness,checkpoint_selection,excludes_zero,proposed_figure_use,proposed_table_use,proposed_dissertation_section,proposed_supervisor_slide,appendix_destination,mandatory_limitation
EV-SEED-E8A.A1.train_40k,SEED,E8A,S10_QUESTION_SIDE_SLM,CORE,E8A/A1/train_40k,across-training-seed mean and sample standard deviation (ddof=1). NOT a confidence interval and NOT evaluation-sampling uncertainty,results/experiments/e8a_question_encoder/core_analysis_g21.json,9774bd5bf4ead561635327645397314a9cc4dd7262dccc20f9c184f73ef31562,v2_dev,train_40k,A1,0|1|2,3,0.52861,0.00296,,NO_INTERVAL: this row carries training-seed dispersion only,NOT_APPLICABLE,7714,768,100,g21_pinned_normalised_exact_match,SECONDARY,DESCRIPTIVE_ONLY,READY,"best development epoch, patience 10, at most 100 epochs",,VE0-FIG-A2,VE0-TAB-04|VE0-TAB-A2,R6_QUESTION_SIDE_SLM|R7_ANSWER_SIDE_AND_CAPACITY|R_APPENDIX_STATISTICS,SLIDE-BACKUP-SEED-STABILITY,VE0-FIG-A2,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. E8A's projected interface is a learned common width, not a naturally shared pretrained embedding space. A1 minus A1r is the only clean within-size question-side pretraining contrast; A1 minus A0p also changes the representation space and the interface."
EV-SEED-E8A.A1r.train_250k,SEED,E8A,S10_QUESTION_SIDE_SLM,CORE,E8A/A1r/train_250k,across-training-seed mean and sample standard deviation (ddof=1). NOT a confidence interval and NOT evaluation-sampling uncertainty,results/experiments/e8a_question_encoder/core_analysis_g21.json,9774bd5bf4ead561635327645397314a9cc4dd7262dccc20f9c184f73ef31562,v2_dev,train_250k,A1r,0|1|2,3,0.5248,0.00487,,NO_INTERVAL: this row carries training-seed dispersion only,NOT_APPLICABLE,7714,768,100,g21_pinned_normalised_exact_match,SECONDARY,DESCRIPTIVE_ONLY,READY,"best development epoch, patience 10, at most 100 epochs",,VE0-FIG-A2,VE0-TAB-04|VE0-TAB-A2,R6_QUESTION_SIDE_SLM|R7_ANSWER_SIDE_AND_CAPACITY|R_APPENDIX_STATISTICS,SLIDE-BACKUP-SEED-STABILITY,VE0-FIG-A2,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. E8A's projected interface is a learned common width, not a naturally shared pretrained embedding space. A1 minus A1r is the only clean within-size question-side pretraining contrast; A1 minus A0p also changes the representation space and the interface."
EV-SEED-E8A.A1r.train_40k,SEED,E8A,S10_QUESTION_SIDE_SLM,CORE,E8A/A1r/train_40k,across-training-seed mean and sample standard deviation (ddof=1). NOT a confidence interval and NOT evaluation-sampling uncertainty,results/experiments/e8a_question_encoder/core_analysis_g21.json,9774bd5bf4ead561635327645397314a9cc4dd7262dccc20f9c184f73ef31562,v2_dev,train_40k,A1r,0|1|2,3,0.49041,0.00259,,NO_INTERVAL: this row carries training-seed dispersion only,NOT_APPLICABLE,7714,768,100,g21_pinned_normalised_exact_match,SECONDARY,DESCRIPTIVE_ONLY,READY,"best development epoch, patience 10, at most 100 epochs",,VE0-FIG-A2,VE0-TAB-04|VE0-TAB-A2,R6_QUESTION_SIDE_SLM|R7_ANSWER_SIDE_AND_CAPACITY|R_APPENDIX_STATISTICS,SLIDE-BACKUP-SEED-STABILITY,VE0-FIG-A2,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. E8A's projected interface is a learned common width, not a naturally shared pretrained embedding space. A1 minus A1r is the only clean within-size question-side pretraining contrast; A1 minus A0p also changes the representation space and the interface."
EV-SEED-E8B.B1.train_250k,SEED,E8B,S11_ANSWER_SIDE_SLM_135M,CORE,E8B/B1/train_250k,across-training-seed mean and sample standard deviation (ddof=1). NOT a confidence interval and NOT evaluation-sampling uncertainty,results/experiments/e8b_readout_generation/e8b_final_report_20260810.json,0ce63d09454b13b157dd2f58ebefad315c2903f9c1f097497652d7085d466138,v2_dev,train_250k,B1,0|1|2,3,0.59394,0.00486,,NO_INTERVAL: this row carries training-seed dispersion only,NOT_APPLICABLE,7714,768,100,g21_pinned_normalised_exact_match,SECONDARY,DESCRIPTIVE_ONLY,READY,"fixed epoch 22, no early stopping; epoch 22 is the sole primary",,VE0-FIG-A2,VE0-TAB-04|VE0-TAB-A2,R6_QUESTION_SIDE_SLM|R7_ANSWER_SIDE_AND_CAPACITY|R_APPENDIX_STATISTICS,SLIDE-BACKUP-SEED-STABILITY,VE0-FIG-A2,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. An interval containing zero is an absence of a detected effect and establishes neither equivalence nor the absence of an effect. B3 at train_40k has an across-training-seed sd of 0.02795 and must always be shown with its seed spread."
EV-SEED-E8B.B1.train_40k,SEED,E8B,S11_ANSWER_SIDE_SLM_135M,CORE,E8B/B1/train_40k,across-training-seed mean and sample standard deviation (ddof=1). NOT a confidence interval and NOT evaluation-sampling uncertainty,results/experiments/e8b_readout_generation/e8b_final_report_20260810.json,0ce63d09454b13b157dd2f58ebefad315c2903f9c1f097497652d7085d466138,v2_dev,train_40k,B1,0|1|2,3,0.54507,0.0039,,NO_INTERVAL: this row carries training-seed dispersion only,NOT_APPLICABLE,7714,768,100,g21_pinned_normalised_exact_match,SECONDARY,DESCRIPTIVE_ONLY,READY,"fixed epoch 22, no early stopping; epoch 22 is the sole primary",,VE0-FIG-A2,VE0-TAB-04|VE0-TAB-A2,R6_QUESTION_SIDE_SLM|R7_ANSWER_SIDE_AND_CAPACITY|R_APPENDIX_STATISTICS,SLIDE-BACKUP-SEED-STABILITY,VE0-FIG-A2,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. An interval containing zero is an absence of a detected effect and establishes neither equivalence nor the absence of an effect. B3 at train_40k has an across-training-seed sd of 0.02795 and must always be shown with its seed spread."
EV-SEED-E8B.B2.train_250k,SEED,E8B,S11_ANSWER_SIDE_SLM_135M,CORE,E8B/B2/train_250k,across-training-seed mean and sample standard deviation (ddof=1). NOT a confidence interval and NOT evaluation-sampling uncertainty,results/experiments/e8b_readout_generation/e8b_final_report_20260810.json,0ce63d09454b13b157dd2f58ebefad315c2903f9c1f097497652d7085d466138,v2_dev,train_250k,B2,0|1|2,3,0.60086,0.00528,,NO_INTERVAL: this row carries training-seed dispersion only,NOT_APPLICABLE,7714,768,100,g21_pinned_normalised_exact_match,SECONDARY,DESCRIPTIVE_ONLY,READY,"fixed epoch 22, no early stopping; epoch 22 is the sole primary",,VE0-FIG-A2,VE0-TAB-04|VE0-TAB-A2,R6_QUESTION_SIDE_SLM|R7_ANSWER_SIDE_AND_CAPACITY|R_APPENDIX_STATISTICS,SLIDE-BACKUP-SEED-STABILITY,VE0-FIG-A2,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. An interval containing zero is an absence of a detected effect and establishes neither equivalence nor the absence of an effect. B3 at train_40k has an across-training-seed sd of 0.02795 and must always be shown with its seed spread."
EV-SEED-E8B.B2.train_40k,SEED,E8B,S11_ANSWER_SIDE_SLM_135M,CORE,E8B/B2/train_40k,across-training-seed mean and sample standard deviation (ddof=1). NOT a confidence interval and NOT evaluation-sampling uncertainty,results/experiments/e8b_readout_generation/e8b_final_report_20260810.json,0ce63d09454b13b157dd2f58ebefad315c2903f9c1f097497652d7085d466138,v2_dev,train_40k,B2,0|1|2,3,0.53392,0.00233,,NO_INTERVAL: this row carries training-seed dispersion only,NOT_APPLICABLE,7714,768,100,g21_pinned_normalised_exact_match,SECONDARY,DESCRIPTIVE_ONLY,READY,"fixed epoch 22, no early stopping; epoch 22 is the sole primary",,VE0-FIG-A2,VE0-TAB-04|VE0-TAB-A2,R6_QUESTION_SIDE_SLM|R7_ANSWER_SIDE_AND_CAPACITY|R_APPENDIX_STATISTICS,SLIDE-BACKUP-SEED-STABILITY,VE0-FIG-A2,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. An interval containing zero is an absence of a detected effect and establishes neither equivalence nor the absence of an effect. B3 at train_40k has an across-training-seed sd of 0.02795 and must always be shown with its seed spread."
EV-SEED-E8B.B3.train_250k,SEED,E8B,S11_ANSWER_SIDE_SLM_135M,CORE,E8B/B3/train_250k,across-training-seed mean and sample standard deviation (ddof=1). NOT a confidence interval and NOT evaluation-sampling uncertainty,results/experiments/e8b_readout_generation/e8b_final_report_20260810.json,0ce63d09454b13b157dd2f58ebefad315c2903f9c1f097497652d7085d466138,v2_dev,train_250k,B3,0|1|2,3,0.5961,0.0027,,NO_INTERVAL: this row carries training-seed dispersion only,NOT_APPLICABLE,7714,768,100,g21_pinned_normalised_exact_match,SECONDARY,DESCRIPTIVE_ONLY,READY,"fixed epoch 22, no early stopping; epoch 22 is the sole primary",,VE0-FIG-A2,VE0-TAB-04|VE0-TAB-A2,R6_QUESTION_SIDE_SLM|R7_ANSWER_SIDE_AND_CAPACITY|R_APPENDIX_STATISTICS,SLIDE-BACKUP-SEED-STABILITY,VE0-FIG-A2,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. An interval containing zero is an absence of a detected effect and establishes neither equivalence nor the absence of an effect. B3 at train_40k has an across-training-seed sd of 0.02795 and must always be shown with its seed spread."
EV-SEED-E8B.B3.train_40k,SEED,E8B,S11_ANSWER_SIDE_SLM_135M,CORE,E8B/B3/train_40k,across-training-seed mean and sample standard deviation (ddof=1). NOT a confidence interval and NOT evaluation-sampling uncertainty,results/experiments/e8b_readout_generation/e8b_final_report_20260810.json,0ce63d09454b13b157dd2f58ebefad315c2903f9c1f097497652d7085d466138,v2_dev,train_40k,B3,0|1|2,3,0.50929,0.02795,,NO_INTERVAL: this row carries training-seed dispersion only,NOT_APPLICABLE,7714,768,100,g21_pinned_normalised_exact_match,SECONDARY,DESCRIPTIVE_ONLY,READY,"fixed epoch 22, no early stopping; epoch 22 is the sole primary",,VE0-FIG-A2,VE0-TAB-04|VE0-TAB-A2,R6_QUESTION_SIDE_SLM|R7_ANSWER_SIDE_AND_CAPACITY|R_APPENDIX_STATISTICS,SLIDE-BACKUP-SEED-STABILITY,VE0-FIG-A2,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. An interval containing zero is an absence of a detected effect and establishes neither equivalence nor the absence of an effect. B3 at train_40k has an across-training-seed sd of 0.02795 and must always be shown with its seed spread. HIGH SEED DISPERSION: sd 0.02795 across 3 seeds, range 0.05341. This row must always be shown with its per-seed spread; its mean alone is misleading."
EV-SEED-v2_02.concat.train_40k,SEED,v2_02,S02_MULTIMODAL_FUSION,CORE,v2_02/concat/train_40k,across-training-seed mean and sample standard deviation (ddof=1). NOT a confidence interval and NOT evaluation-sampling uncertainty,results/experiments/v2_02_multiseed/results.json,306c1d1bdf31e081c90ab57ef4474b7fc6aeb7c5b34af4697d52a84fd44a8e6d,v2_dev,train_40k,concat,0|1|2|3|42,5,0.52398,0.00276,,NO_INTERVAL: this row carries training-seed dispersion only,NOT_APPLICABLE,7714,768,100,v2_closed_vocab_top1_index_match,SECONDARY,DESCRIPTIVE_ONLY,READY,"best development epoch (early stopping on development accuracy, best-on-development checkpointing)",,VE0-FIG-A2,VE0-TAB-A2,R_APPENDIX_STATISTICS,SLIDE-BACKUP-SEED-STABILITY,VE0-FIG-A2,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed."
EV-SEED-v2_02.fusion.train_40k,SEED,v2_02,S02_MULTIMODAL_FUSION,CORE,v2_02/fusion/train_40k,across-training-seed mean and sample standard deviation (ddof=1). NOT a confidence interval and NOT evaluation-sampling uncertainty,results/experiments/v2_02_multiseed/results.json,306c1d1bdf31e081c90ab57ef4474b7fc6aeb7c5b34af4697d52a84fd44a8e6d,v2_dev,train_40k,fusion,0|1|2|3|42,5,0.5384,0.00218,,NO_INTERVAL: this row carries training-seed dispersion only,NOT_APPLICABLE,7714,768,100,v2_closed_vocab_top1_index_match,SECONDARY,DESCRIPTIVE_ONLY,READY,"best development epoch (early stopping on development accuracy, best-on-development checkpointing)",,VE0-FIG-A2,VE0-TAB-A2,R_APPENDIX_STATISTICS,SLIDE-BACKUP-SEED-STABILITY,VE0-FIG-A2,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed."
EV-SEED-v2_02.image_only.train_40k,SEED,v2_02,S02_MULTIMODAL_FUSION,CORE,v2_02/image_only/train_40k,across-training-seed mean and sample standard deviation (ddof=1). NOT a confidence interval and NOT evaluation-sampling uncertainty,results/experiments/v2_02_multiseed/results.json,306c1d1bdf31e081c90ab57ef4474b7fc6aeb7c5b34af4697d52a84fd44a8e6d,v2_dev,train_40k,image_only,0|1|2|3|42,5,0.23438,0.00033,,NO_INTERVAL: this row carries training-seed dispersion only,NOT_APPLICABLE,7714,768,100,v2_closed_vocab_top1_index_match,SECONDARY,DESCRIPTIVE_ONLY,READY,"best development epoch (early stopping on development accuracy, best-on-development checkpointing)",,VE0-FIG-A2,VE0-TAB-A2,R_APPENDIX_STATISTICS,SLIDE-BACKUP-SEED-STABILITY,VE0-FIG-A2,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed."
EV-SEED-v2_02.question_only.train_40k,SEED,v2_02,S02_MULTIMODAL_FUSION,CORE,v2_02/question_only/train_40k,across-training-seed mean and sample standard deviation (ddof=1). NOT a confidence interval and NOT evaluation-sampling uncertainty,results/experiments/v2_02_multiseed/results.json,306c1d1bdf31e081c90ab57ef4474b7fc6aeb7c5b34af4697d52a84fd44a8e6d,v2_dev,train_40k,question_only,0|1|2|3|42,5,0.45797,0.0029,,NO_INTERVAL: this row carries training-seed dispersion only,NOT_APPLICABLE,7714,768,100,v2_closed_vocab_top1_index_match,SECONDARY,DESCRIPTIVE_ONLY,READY,"best development epoch (early stopping on development accuracy, best-on-development checkpointing)",,VE0-FIG-A2,VE0-TAB-A2,R_APPENDIX_STATISTICS,SLIDE-BACKUP-SEED-STABILITY,VE0-FIG-A2,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed."
EV-SEED-v2_03.concat_wide.train_40k,SEED,v2_03,S03_CAPACITY_MATCHING,CORE,v2_03/concat_wide/train_40k,across-training-seed mean and sample standard deviation (ddof=1). NOT a confidence interval and NOT evaluation-sampling uncertainty,results/experiments/v2_03_param_match/results.json,9494f8a706b26dc82a66bb28280411acbd079991f353da8467248ac0c1947f92,v2_dev,train_40k,concat_wide,0|1|2|3|42,5,0.53262,0.00259,,NO_INTERVAL: this row carries training-seed dispersion only,NOT_APPLICABLE,7714,768,100,v2_closed_vocab_top1_index_match,SECONDARY,DESCRIPTIVE_ONLY,READY,best development epoch,,VE0-FIG-A2,VE0-TAB-A2,R_APPENDIX_STATISTICS,SLIDE-BACKUP-SEED-STABILITY,VE0-FIG-A2,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed."
EV-SEED-v2_03.fusion_narrow.train_40k,SEED,v2_03,S03_CAPACITY_MATCHING,CORE,v2_03/fusion_narrow/train_40k,across-training-seed mean and sample standard deviation (ddof=1). NOT a confidence interval and NOT evaluation-sampling uncertainty,results/experiments/v2_03_param_match/results.json,9494f8a706b26dc82a66bb28280411acbd079991f353da8467248ac0c1947f92,v2_dev,train_40k,fusion_narrow,0|1|2|3|42,5,0.53342,0.00139,,NO_INTERVAL: this row carries training-seed dispersion only,NOT_APPLICABLE,7714,768,100,v2_closed_vocab_top1_index_match,SECONDARY,DESCRIPTIVE_ONLY,READY,best development epoch,,VE0-FIG-A2,VE0-TAB-A2,R_APPENDIX_STATISTICS,SLIDE-BACKUP-SEED-STABILITY,VE0-FIG-A2,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed."
EV-SEED-v2_04.difference_576k.train_40k,SEED,v2_04,S04_FEATURE_ABLATION,SUPPORTING,v2_04/difference_576k/train_40k,across-training-seed mean and sample standard deviation (ddof=1). NOT a confidence interval and NOT evaluation-sampling uncertainty,results/experiments/v2_04_ablation/results.json,3e4a7652dd1e7418b1a19244d85017a4442b6638e86c3d85b1c4888cbceed608,v2_dev,train_40k,difference_576k,0|1|2|3|42,5,0.53342,0.00107,,NO_INTERVAL: this row carries training-seed dispersion only,NOT_APPLICABLE,7714,768,100,v2_closed_vocab_top1_index_match,SECONDARY,DESCRIPTIVE_ONLY,READY,best development epoch,,VE0-FIG-A2,VE0-TAB-A2,R_APPENDIX_STATISTICS,SLIDE-BACKUP-SEED-STABILITY,VE0-FIG-A2,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed."
EV-SEED-v2_04.difference_natural.train_40k,SEED,v2_04,S04_FEATURE_ABLATION,SUPPORTING,v2_04/difference_natural/train_40k,across-training-seed mean and sample standard deviation (ddof=1). NOT a confidence interval and NOT evaluation-sampling uncertainty,results/experiments/v2_04_ablation/results.json,3e4a7652dd1e7418b1a19244d85017a4442b6638e86c3d85b1c4888cbceed608,v2_dev,train_40k,difference_natural,0|1|2|3|42,5,0.53399,0.00026,,NO_INTERVAL: this row carries training-seed dispersion only,NOT_APPLICABLE,7714,768,100,v2_closed_vocab_top1_index_match,SECONDARY,DESCRIPTIVE_ONLY,READY,best development epoch,,VE0-FIG-A2,VE0-TAB-A2,R_APPENDIX_STATISTICS,SLIDE-BACKUP-SEED-STABILITY,VE0-FIG-A2,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed."
EV-SEED-v2_04.product_576k.train_40k,SEED,v2_04,S04_FEATURE_ABLATION,SUPPORTING,v2_04/product_576k/train_40k,across-training-seed mean and sample standard deviation (ddof=1). NOT a confidence interval and NOT evaluation-sampling uncertainty,results/experiments/v2_04_ablation/results.json,3e4a7652dd1e7418b1a19244d85017a4442b6638e86c3d85b1c4888cbceed608,v2_dev,train_40k,product_576k,0|1|2|3|42,5,0.53355,0.00312,,NO_INTERVAL: this row carries training-seed dispersion only,NOT_APPLICABLE,7714,768,100,v2_closed_vocab_top1_index_match,SECONDARY,DESCRIPTIVE_ONLY,READY,best development epoch,,VE0-FIG-A2,VE0-TAB-A2,R_APPENDIX_STATISTICS,SLIDE-BACKUP-SEED-STABILITY,VE0-FIG-A2,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed."
EV-SEED-v2_04.product_natural.train_40k,SEED,v2_04,S04_FEATURE_ABLATION,SUPPORTING,v2_04/product_natural/train_40k,across-training-seed mean and sample standard deviation (ddof=1). NOT a confidence interval and NOT evaluation-sampling uncertainty,results/experiments/v2_04_ablation/results.json,3e4a7652dd1e7418b1a19244d85017a4442b6638e86c3d85b1c4888cbceed608,v2_dev,train_40k,product_natural,0|1|2|3|42,5,0.53671,0.00101,,NO_INTERVAL: this row carries training-seed dispersion only,NOT_APPLICABLE,7714,768,100,v2_closed_vocab_top1_index_match,SECONDARY,DESCRIPTIVE_ONLY,READY,best development epoch,,VE0-FIG-A2,VE0-TAB-A2,R_APPENDIX_STATISTICS,SLIDE-BACKUP-SEED-STABILITY,VE0-FIG-A2,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed."
EV-SEED-v2_06.concat.shuffled.train_40k,SEED,v2_06,S07_VISUAL_RELIANCE,CORE,v2_06/concat/shuffled/train_40k,across-training-seed mean and sample standard deviation (ddof=1). NOT a confidence interval and NOT evaluation-sampling uncertainty,results/experiments/v2_06_reliance/results.json,45763fe56be11d42421a968922ac3212b5d1a21af77ccd87706ed44549b6a66b,v2_dev,train_40k,concat/shuffled,0|1|2|3|42,5,0.4069,0.00329,,NO_INTERVAL: this row carries training-seed dispersion only,NOT_APPLICABLE,7714,768,100,v2_closed_vocab_top1_index_match,SECONDARY,DESCRIPTIVE_ONLY,READY,best development epoch,,VE0-FIG-A2,VE0-TAB-A2,R_APPENDIX_STATISTICS,SLIDE-BACKUP-SEED-STABILITY,VE0-FIG-A2,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. A drop under a wrong or removed image demonstrates reliance on the image. It is NOT proof of robust visual reasoning, of grounding or of compositional understanding. The question-only drop is exactly zero by construction and is a control, not a result."
EV-SEED-v2_06.concat.zeroed.train_40k,SEED,v2_06,S07_VISUAL_RELIANCE,CORE,v2_06/concat/zeroed/train_40k,across-training-seed mean and sample standard deviation (ddof=1). NOT a confidence interval and NOT evaluation-sampling uncertainty,results/experiments/v2_06_reliance/results.json,45763fe56be11d42421a968922ac3212b5d1a21af77ccd87706ed44549b6a66b,v2_dev,train_40k,concat/zeroed,0|1|2|3|42,5,0.42411,0.0028,,NO_INTERVAL: this row carries training-seed dispersion only,NOT_APPLICABLE,7714,768,100,v2_closed_vocab_top1_index_match,SECONDARY,DESCRIPTIVE_ONLY,READY,best development epoch,,VE0-FIG-A2,VE0-TAB-A2,R_APPENDIX_STATISTICS,SLIDE-BACKUP-SEED-STABILITY,VE0-FIG-A2,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. A drop under a wrong or removed image demonstrates reliance on the image. It is NOT proof of robust visual reasoning, of grounding or of compositional understanding. The question-only drop is exactly zero by construction and is a control, not a result."
EV-SEED-v2_06.fusion.shuffled.train_40k,SEED,v2_06,S07_VISUAL_RELIANCE,CORE,v2_06/fusion/shuffled/train_40k,across-training-seed mean and sample standard deviation (ddof=1). NOT a confidence interval and NOT evaluation-sampling uncertainty,results/experiments/v2_06_reliance/results.json,45763fe56be11d42421a968922ac3212b5d1a21af77ccd87706ed44549b6a66b,v2_dev,train_40k,fusion/shuffled,0|1|2|3|42,5,0.3957,0.00258,,NO_INTERVAL: this row carries training-seed dispersion only,NOT_APPLICABLE,7714,768,100,v2_closed_vocab_top1_index_match,SECONDARY,DESCRIPTIVE_ONLY,READY,best development epoch,,VE0-FIG-A2,VE0-TAB-A2,R_APPENDIX_STATISTICS,SLIDE-BACKUP-SEED-STABILITY,VE0-FIG-A2,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. A drop under a wrong or removed image demonstrates reliance on the image. It is NOT proof of robust visual reasoning, of grounding or of compositional understanding. The question-only drop is exactly zero by construction and is a control, not a result."
EV-SEED-v2_06.fusion.zeroed.train_40k,SEED,v2_06,S07_VISUAL_RELIANCE,CORE,v2_06/fusion/zeroed/train_40k,across-training-seed mean and sample standard deviation (ddof=1). NOT a confidence interval and NOT evaluation-sampling uncertainty,results/experiments/v2_06_reliance/results.json,45763fe56be11d42421a968922ac3212b5d1a21af77ccd87706ed44549b6a66b,v2_dev,train_40k,fusion/zeroed,0|1|2|3|42,5,0.4196,0.00487,,NO_INTERVAL: this row carries training-seed dispersion only,NOT_APPLICABLE,7714,768,100,v2_closed_vocab_top1_index_match,SECONDARY,DESCRIPTIVE_ONLY,READY,best development epoch,,VE0-FIG-A2,VE0-TAB-A2,R_APPENDIX_STATISTICS,SLIDE-BACKUP-SEED-STABILITY,VE0-FIG-A2,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. A drop under a wrong or removed image demonstrates reliance on the image. It is NOT proof of robust visual reasoning, of grounding or of compositional understanding. The question-only drop is exactly zero by construction and is a control, not a result."
EV-SEED-v2_06.image_only.shuffled.train_40k,SEED,v2_06,S07_VISUAL_RELIANCE,CORE,v2_06/image_only/shuffled/train_40k,across-training-seed mean and sample standard deviation (ddof=1). NOT a confidence interval and NOT evaluation-sampling uncertainty,results/experiments/v2_06_reliance/results.json,45763fe56be11d42421a968922ac3212b5d1a21af77ccd87706ed44549b6a66b,v2_dev,train_40k,image_only/shuffled,0|1|2|3|42,5,0.21076,0.01012,,NO_INTERVAL: this row carries training-seed dispersion only,NOT_APPLICABLE,7714,768,100,v2_closed_vocab_top1_index_match,SECONDARY,DESCRIPTIVE_ONLY,READY,best development epoch,,VE0-FIG-A2,VE0-TAB-A2,R_APPENDIX_STATISTICS,SLIDE-BACKUP-SEED-STABILITY,VE0-FIG-A2,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. A drop under a wrong or removed image demonstrates reliance on the image. It is NOT proof of robust visual reasoning, of grounding or of compositional understanding. The question-only drop is exactly zero by construction and is a control, not a result. HIGH SEED DISPERSION: sd 0.01012 across 5 seeds, range 0.02593. This row must always be shown with its per-seed spread; its mean alone is misleading."
EV-SEED-v2_06.image_only.zeroed.train_40k,SEED,v2_06,S07_VISUAL_RELIANCE,CORE,v2_06/image_only/zeroed/train_40k,across-training-seed mean and sample standard deviation (ddof=1). NOT a confidence interval and NOT evaluation-sampling uncertainty,results/experiments/v2_06_reliance/results.json,45763fe56be11d42421a968922ac3212b5d1a21af77ccd87706ed44549b6a66b,v2_dev,train_40k,image_only/zeroed,0|1|2|3|42,5,0.22588,0.00272,,NO_INTERVAL: this row carries training-seed dispersion only,NOT_APPLICABLE,7714,768,100,v2_closed_vocab_top1_index_match,SECONDARY,DESCRIPTIVE_ONLY,READY,best development epoch,,VE0-FIG-A2,VE0-TAB-A2,R_APPENDIX_STATISTICS,SLIDE-BACKUP-SEED-STABILITY,VE0-FIG-A2,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. A drop under a wrong or removed image demonstrates reliance on the image. It is NOT proof of robust visual reasoning, of grounding or of compositional understanding. The question-only drop is exactly zero by construction and is a control, not a result."
EV-SEED-v2_06.product_576k.shuffled.train_40k,SEED,v2_06,S07_VISUAL_RELIANCE,CORE,v2_06/product_576k/shuffled/train_40k,across-training-seed mean and sample standard deviation (ddof=1). NOT a confidence interval and NOT evaluation-sampling uncertainty,results/experiments/v2_06_reliance/results.json,45763fe56be11d42421a968922ac3212b5d1a21af77ccd87706ed44549b6a66b,v2_dev,train_40k,product_576k/shuffled,0|1|2|3|42,5,0.40539,0.002,,NO_INTERVAL: this row carries training-seed dispersion only,NOT_APPLICABLE,7714,768,100,v2_closed_vocab_top1_index_match,SECONDARY,DESCRIPTIVE_ONLY,READY,best development epoch,,VE0-FIG-A2,VE0-TAB-A2,R_APPENDIX_STATISTICS,SLIDE-BACKUP-SEED-STABILITY,VE0-FIG-A2,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. A drop under a wrong or removed image demonstrates reliance on the image. It is NOT proof of robust visual reasoning, of grounding or of compositional understanding. The question-only drop is exactly zero by construction and is a control, not a result."
EV-SEED-v2_06.product_576k.zeroed.train_40k,SEED,v2_06,S07_VISUAL_RELIANCE,CORE,v2_06/product_576k/zeroed/train_40k,across-training-seed mean and sample standard deviation (ddof=1). NOT a confidence interval and NOT evaluation-sampling uncertainty,results/experiments/v2_06_reliance/results.json,45763fe56be11d42421a968922ac3212b5d1a21af77ccd87706ed44549b6a66b,v2_dev,train_40k,product_576k/zeroed,0|1|2|3|42,5,0.42113,0.00302,,NO_INTERVAL: this row carries training-seed dispersion only,NOT_APPLICABLE,7714,768,100,v2_closed_vocab_top1_index_match,SECONDARY,DESCRIPTIVE_ONLY,READY,best development epoch,,VE0-FIG-A2,VE0-TAB-A2,R_APPENDIX_STATISTICS,SLIDE-BACKUP-SEED-STABILITY,VE0-FIG-A2,"Development-set result on one GQA subset. The clean test is embargoed and unread, so no held-out generalisation is claimed. A drop under a wrong or removed image demonstrates reliance on the image. It is NOT proof of robust visual reasoning, of grounding or of compositional understanding. The question-only drop is exactly zero by construction and is a control, not a result."
